round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,epochs,kernel_size,loss,optimizer,target_size
5,7.74341157283886,0.49799433,7.620798885519735,0.50594956,elu,16,5,(5, 5),binary_crossentropy,Nadam,(100, 100)
5,7.743411583652303,0.49799433,7.62047262724281,0.50594956,elu,16,5,(5, 5),binary_crossentropy,Nadam,(64, 64)
5,7.743411586585195,0.49799433,7.620635748212107,0.50594956,elu,16,5,(5, 5),binary_crossentropy,Adam,(200, 200)
5,7.74341156692207,0.49799433,7.620962005430067,0.50594956,elu,16,5,(5, 5),binary_crossentropy,Adam,(100, 100)
5,7.743411581408004,0.49799433,7.620798870996776,0.50594956,elu,16,5,(5, 5),binary_crossentropy,Adam,(64, 64)
10,7.7434115772764525,0.49799433,7.620635762735066,0.50594956,elu,16,10,(3, 3),binary_crossentropy,Nadam,(200, 200)
10,7.743411579010684,0.49799433,7.620635756532553,0.50594956,elu,16,10,(3, 3),binary_crossentropy,Nadam,(100, 100)
10,7.743411580387868,0.49799433,7.620961996807059,0.50594956,elu,16,10,(3, 3),binary_crossentropy,Nadam,(64, 64)
10,7.743411577939541,0.49799433,7.621125115053303,0.50594956,elu,16,10,(3, 3),binary_crossentropy,Adam,(200, 200)
10,7.635866093394552,0.5020057,7.757749778970244,0.49405044,elu,16,10,(3, 3),binary_crossentropy,Adam,(100, 100)
10,7.635866079316672,0.5020057,7.758236272080901,0.49405044,elu,16,10,(3, 3),binary_crossentropy,Adam,(64, 64)
10,7.743411576715378,0.49799433,7.620798873265988,0.50594956,elu,16,10,(4, 4),binary_crossentropy,Nadam,(200, 200)
10,7.635866083830775,0.5020057,7.757749776549751,0.49405044,elu,16,10,(4, 4),binary_crossentropy,Nadam,(100, 100)
10,7.635866105253635,0.5020057,7.758074093591138,0.49405044,elu,16,10,(4, 4),binary_crossentropy,Nadam,(64, 64)
10,7.743411574445575,0.49799433,7.620309515501642,0.50594956,elu,16,10,(4, 4),binary_crossentropy,Adam,(200, 200)
10,7.635866081356945,0.5020057,7.758074103273111,0.49405044,elu,16,10,(4, 4),binary_crossentropy,Adam,(100, 100)
